timestamp,target_id,range,velocity,signal_strength,packet_size,latency,packet_loss,throughput,packet_rate,network_health_score,signal_latency_ratio,status
1780770827.0398307,84,315,994,55.04,2642,43.99,12.53,1511.64,57.06,38.11,1.22,SUSPICIOUS
1780770827.0923843,18,497,1205,73.69,1524,56.79,13.35,3817.26,35.31,54.66,1.28,SUSPICIOUS
1780770827.1444356,59,309,1008,50.38,1223,63.97,10.75,1469.93,27.92,33.23,0.78,NORMAL
1780770827.1953583,74,401,600,64.79,198,76.67,8.72,226.14,26.81,48.4,0.83,NORMAL
1780770827.24711,50,344,509,68.55,672,68.15,4.56,1126.0,38.61,57.17,0.99,NORMAL
1780770827.2978985,18,475,1119,81.69,875,42.31,2.17,2137.58,7.0,75.29,1.89,NORMAL
1780770827.3487194,82,225,627,57.16,851,12.83,5.19,340.62,12.77,50.69,4.13,NORMAL
1780770827.4017506,21,363,956,93.2,1234,31.85,3.2,2107.68,7.92,86.81,2.84,NORMAL
1780770827.4525404,79,121,808,99.14,145,61.61,11.64,2122.33,12.78,81.34,1.58,NORMAL
1780770827.5040014,26,500,591,65.59,495,77.62,24.42,782.97,13.62,33.41,0.83,JAMMING
1780770827.5550458,3,287,354,93.5,252,26.34,3.34,1912.26,14.76,87.53,3.42,NORMAL
1780770827.6060224,20,168,580,49.52,1279,129.4,10.94,1293.32,24.14,25.64,0.38,SUSPICIOUS
1780770827.657524,78,486,1126,69.93,1079,46.89,8.71,1782.63,7.47,56.53,1.46,NORMAL
1780770827.7112355,34,381,955,65.02,611,42.73,9.83,1949.77,22.24,50.92,1.49,NORMAL
1780770827.7628117,86,471,867,52.2,1025,90.84,5.6,1078.59,12.72,37.52,0.57,NORMAL
1780770827.813294,43,402,467,84.43,1055,21.79,1.75,956.01,33.92,80.5,3.7,NORMAL
1780770827.8661427,62,451,1126,86.29,1186,37.58,0.89,2129.31,39.7,81.64,2.24,NORMAL
1780770827.9167902,66,357,1184,74.81,1137,85.04,5.51,2252.95,28.43,60.8,0.87,NORMAL
1780770827.9679503,66,358,391,76.12,692,46.69,11.71,2033.09,17.15,59.74,1.6,NORMAL
1780770828.0187962,85,377,260,51.93,1770,31.66,0.82,1670.31,39.42,47.94,1.59,NORMAL
1780770828.071129,36,294,334,61.32,1403,94.7,3.24,281.73,14.42,48.61,0.64,NORMAL
1780770828.1229758,70,328,428,82.65,529,77.21,10.01,1828.18,11.69,64.92,1.06,NORMAL
1780770828.173781,76,337,565,56.63,1013,93.39,9.54,498.2,31.47,37.75,0.6,NORMAL
1780770828.2245512,19,419,287,82.39,1461,69.7,11.35,2032.0,23.87,64.07,1.17,NORMAL
1780770828.2762473,12,449,623,52.94,751,137.12,14.81,286.69,34.37,24.42,0.38,JAMMING
1780770828.3280268,97,353,436,87.14,1199,62.27,12.92,298.32,34.16,67.99,1.38,NORMAL
1780770828.3789787,53,460,1420,66.22,501,106.55,5.1,2163.49,34.32,50.46,0.62,SUSPICIOUS
1780770828.4315808,83,441,1082,63.0,1549,29.59,3.28,2258.13,13.23,56.76,2.06,NORMAL
1780770828.4824336,56,260,529,53.96,797,82.64,4.31,1934.42,34.32,41.39,0.65,NORMAL
1780770828.533202,48,372,337,93.48,1354,74.28,14.48,1320.88,12.42,71.57,1.24,NORMAL
1780770828.5847826,62,333,1176,73.0,1244,47.75,14.32,2139.59,9.54,53.91,1.5,NORMAL
1780770828.6367016,56,432,1051,59.6,903,91.36,5.66,826.51,31.11,44.8,0.65,NORMAL
1780770828.6876733,46,155,923,83.33,958,128.09,9.03,1697.09,7.36,61.49,0.65,JAMMING
1780770828.7385826,36,439,1110,73.0,1541,86.35,2.49,426.7,16.28,61.88,0.84,NORMAL
1780770828.7893777,33,164,404,83.01,1285,88.38,8.07,1590.48,8.47,66.1,0.93,NORMAL
1780770828.840166,56,205,1560,95.32,1197,28.7,6.86,3601.89,21.52,85.59,3.21,SUSPICIOUS
1780770828.8916464,19,452,454,69.55,370,59.97,13.04,147.26,11.28,50.51,1.14,NORMAL
1780770828.9421632,85,183,922,97.74,612,31.38,9.43,736.27,20.76,85.17,3.02,NORMAL
1780770828.9929838,74,150,1101,50.5,204,62.22,2.68,155.7,37.33,41.6,0.8,NORMAL
1780770829.0525753,43,442,1106,86.43,2350,62.0,4.76,2375.68,43.28,75.47,1.37,SUSPICIOUS
1780770829.1080823,92,470,529,49.33,157,114.03,21.31,2396.64,23.58,16.62,0.43,JAMMING
1780770829.1647341,9,481,995,63.32,1552,150.81,16.24,2077.39,9.05,32.0,0.42,JAMMING
1780770829.2186217,34,208,769,95.1,386,24.19,0.52,1214.09,18.33,92.16,3.78,NORMAL
1780770829.2692144,76,415,447,94.48,945,17.9,2.16,977.45,34.15,90.53,5.0,NORMAL
1780770829.3198154,21,260,752,98.53,1708,68.38,13.88,596.72,37.17,77.81,1.42,NORMAL
1780770829.3704176,6,328,1060,59.14,579,40.88,0.15,353.68,18.46,54.9,1.41,NORMAL
1780770829.4208865,57,216,1114,59.19,1420,45.14,1.93,387.61,33.85,52.75,1.28,NORMAL
1780770829.4714684,31,220,204,78.95,1056,65.43,5.72,338.24,31.17,66.69,1.19,NORMAL
1780770829.5232496,57,173,597,95.24,712,15.72,8.27,2262.35,23.08,85.4,5.7,NORMAL
1780770829.574315,98,202,525,54.62,944,82.53,1.57,2894.82,12.2,44.8,0.65,SUSPICIOUS
1780770829.6248755,85,199,955,63.09,1650,18.08,8.03,1863.88,16.85,53.25,3.31,NORMAL
1780770829.6756325,61,260,341,52.01,677,58.21,4.52,556.72,29.14,41.67,0.88,NORMAL
1780770829.7263815,86,225,552,84.22,824,91.23,6.17,2091.69,12.41,68.93,0.91,JAMMING
1780770829.7790828,96,218,1047,96.12,798,62.47,4.55,909.12,20.86,85.32,1.51,NORMAL
1780770829.8296804,28,312,985,76.07,505,31.28,7.11,1812.98,18.66,65.83,2.36,NORMAL
1780770829.8804104,51,379,1091,54.33,811,63.38,9.81,2075.42,7.64,38.18,0.84,NORMAL
1780770829.931198,46,297,1130,90.46,1450,90.09,4.4,2200.78,36.91,77.05,0.99,NORMAL
1780770829.982001,27,350,458,59.54,738,20.13,1.01,1669.72,26.98,56.52,2.82,NORMAL
1780770830.0332956,69,293,265,97.61,1448,94.96,11.39,2318.61,36.02,76.72,1.02,NORMAL
1780770830.0840464,11,410,731,51.09,1051,52.94,6.71,865.51,37.42,39.09,0.95,NORMAL
1780770830.1348958,37,362,1101,60.88,1072,85.64,2.24,1271.5,20.44,50.08,0.7,NORMAL
1780770830.1856546,45,170,1096,42.27,208,89.79,25.0,131.98,26.01,8.29,0.47,JAMMING
1780770830.2367651,30,180,644,77.5,723,46.87,11.75,1202.89,34.95,61.06,1.62,NORMAL
1780770830.28766,96,478,540,79.4,440,98.43,10.48,1931.31,18.42,59.08,0.8,NORMAL
1780770830.3398786,22,360,694,59.8,1886,182.47,21.57,741.41,6.4,19.98,0.33,JAMMING
1780770830.3909092,53,130,563,96.98,1840,42.39,12.96,2412.47,22.45,79.78,2.24,NORMAL
1780770830.4424372,23,259,765,60.58,1660,69.0,21.94,1884.4,10.59,31.74,0.87,JAMMING
1780770830.4944644,52,114,1001,81.88,1506,95.92,4.18,254.14,25.43,68.11,0.84,NORMAL
1780770830.5453963,18,126,453,81.31,1910,126.77,14.97,3573.13,60.52,53.66,0.64,SUSPICIOUS
1780770830.5971637,18,115,1063,98.85,548,29.85,5.49,828.41,12.2,90.38,3.2,NORMAL
1780770830.6481965,12,447,893,69.69,793,59.46,13.79,1619.79,9.24,49.95,1.15,NORMAL
1780770830.6985867,8,251,1147,53.06,1990,53.45,5.75,568.71,8.04,41.97,0.97,NORMAL
1780770830.749286,75,457,374,80.0,239,68.81,13.96,126.51,37.03,59.16,1.15,NORMAL
1780770830.8011386,12,314,1035,48.72,1842,31.15,14.54,2762.03,27.15,31.07,1.52,SUSPICIOUS
1780770830.8524575,75,262,817,95.33,1407,56.41,4.92,1014.69,33.45,84.77,1.66,NORMAL
1780770830.9030206,17,310,669,97.63,290,78.05,11.48,1957.77,27.95,78.34,1.24,NORMAL
1780770830.95357,87,468,951,59.6,930,81.76,4.34,1224.18,38.61,47.08,0.72,NORMAL
1780770831.004166,44,240,840,51.19,945,89.55,0.53,1228.19,16.45,41.7,0.57,NORMAL
1780770831.0546947,21,325,897,60.25,1007,77.13,16.57,229.59,16.54,35.97,0.77,JAMMING
1780770831.1053078,8,493,278,79.79,1961,67.52,8.58,104.96,38.27,64.46,1.16,NORMAL
1780770831.1564353,90,412,520,63.54,1064,48.96,12.12,2212.84,36.21,46.52,1.27,NORMAL
1780770831.2071395,29,469,417,49.57,1887,80.91,15.97,705.04,15.16,25.51,0.61,JAMMING
1780770831.257532,72,316,1067,67.75,1356,71.41,12.14,608.06,7.86,48.47,0.94,NORMAL
1780770831.308181,65,448,446,61.75,923,68.85,9.4,150.39,8.11,45.47,0.88,JAMMING
1780770831.3586469,84,260,655,60.0,214,12.29,14.53,213.24,7.46,44.24,4.51,NORMAL
1780770831.409441,42,176,1079,88.97,2910,118.86,0.97,1683.04,39.8,76.11,0.74,SUSPICIOUS
1780770831.4601474,62,137,1110,59.47,1904,68.77,12.47,1325.08,11.63,40.12,0.85,NORMAL
1780770831.5106707,92,231,314,77.0,1785,188.07,11.5,2245.28,33.83,46.69,0.41,JAMMING
1780770831.5613184,59,151,641,50.37,243,97.4,14.71,315.71,19.94,25.92,0.51,NORMAL
1780770831.611985,75,455,982,52.11,730,33.8,1.12,1275.35,78.93,47.61,1.5,SUSPICIOUS
1780770831.6625357,46,177,1121,51.82,1430,125.73,16.05,2493.31,19.53,23.2,0.41,JAMMING
1780770831.7134073,61,485,964,87.17,648,20.95,14.87,742.41,13.13,70.2,3.97,NORMAL
1780770831.7640526,27,465,629,98.07,1780,68.41,13.92,2350.73,5.55,77.31,1.41,NORMAL
1780770831.8147285,64,224,838,59.7,1011,55.3,9.91,917.2,48.71,44.26,1.06,SUSPICIOUS
1780770831.8653345,55,210,544,67.44,202,20.85,13.28,330.2,18.01,52.07,3.09,NORMAL
1780770831.915632,97,474,514,75.55,1919,91.34,4.49,165.74,21.88,61.93,0.82,NORMAL
1780770831.9661841,1,240,1193,51.64,1578,91.9,0.69,2026.06,35.21,41.76,0.56,NORMAL
1780770832.016914,16,214,748,53.02,1363,95.87,23.69,2327.54,20.77,19.74,0.55,JAMMING
1780770832.0674088,2,309,1187,87.29,1846,55.79,14.63,1696.08,5.82,67.08,1.54,NORMAL
1780770832.11792,50,243,550,84.92,1691,42.38,13.75,1927.49,19.95,66.93,1.96,NORMAL
1780770832.1684473,38,124,740,56.11,558,43.89,4.92,2277.61,13.65,46.8,1.25,NORMAL
1780770832.218988,31,218,411,73.82,1673,46.03,13.04,906.36,16.44,56.18,1.57,JAMMING
1780770832.2693477,69,290,1185,96.88,1693,93.88,14.41,639.4,18.88,73.08,1.02,NORMAL
1780770832.3199894,95,411,666,69.74,1540,96.34,0.26,1516.65,9.66,59.85,0.72,NORMAL
1780770832.3704095,94,128,456,89.74,222,38.89,4.48,1072.48,34.91,81.37,2.25,NORMAL
1780770832.4209695,35,124,996,99.13,1915,94.19,8.69,2298.14,24.46,81.02,1.04,NORMAL
1780770832.4716547,62,150,1448,54.0,1985,111.34,5.21,774.36,23.27,37.66,0.48,SUSPICIOUS
1780770832.521951,19,219,425,66.88,147,85.3,4.77,949.45,23.98,53.58,0.77,NORMAL
1780770832.5725176,88,381,684,58.71,850,19.21,10.17,348.36,32.1,46.62,2.9,NORMAL
1780770832.6232176,45,378,642,71.92,334,47.51,8.33,1139.98,23.3,58.84,1.48,NORMAL
1780770832.6738431,92,411,757,60.43,1818,87.44,6.47,1568.84,9.52,45.22,0.68,NORMAL
1780770832.7244484,69,185,728,80.89,244,32.03,2.83,1235.62,29.07,74.86,2.45,NORMAL
1780770832.7751424,53,340,401,69.8,1768,27.22,6.6,238.69,6.23,60.48,2.47,NORMAL
1780770832.825634,60,366,972,53.51,462,62.35,2.31,154.79,28.27,44.96,0.84,NORMAL
1780770832.8762681,91,155,1630,94.38,1109,144.3,1.44,1090.15,49.96,78.51,0.65,SUSPICIOUS
1780770832.9268932,19,356,968,92.25,833,93.8,6.23,1795.59,10.34,76.64,0.97,NORMAL
1780770832.9775178,51,379,925,80.36,410,75.78,5.83,1877.92,15.4,66.95,1.05,NORMAL
1780770833.0277853,90,263,309,81.99,1379,75.76,12.91,1988.63,27.3,61.5,1.07,NORMAL
1780770833.0781045,43,205,453,79.83,405,47.19,3.13,1183.2,24.48,71.98,1.66,NORMAL
1780770833.1284997,56,237,304,42.19,1708,184.84,24.56,2121.3,11.93,-0.85,0.23,JAMMING
1780770833.178936,39,361,700,99.05,1298,129.71,17.19,1044.22,13.96,68.89,0.76,SUSPICIOUS
1780770833.22971,67,443,487,57.39,1618,70.54,2.91,2433.99,20.19,47.43,0.8,NORMAL
1780770833.280485,64,243,1301,89.43,2640,135.05,16.23,1836.31,53.32,59.7,0.66,SUSPICIOUS
1780770833.330881,90,152,750,87.8,1694,87.03,7.48,900.5,11.97,71.62,1.0,NORMAL
1780770833.3815548,77,315,860,50.09,1923,37.72,14.11,1753.82,26.78,32.21,1.29,NORMAL
1780770833.4322667,39,463,1706,66.2,637,43.03,6.3,3434.44,26.57,55.6,1.5,SUSPICIOUS
1780770833.4829986,35,401,490,74.58,637,95.1,15.37,1211.99,22.63,49.7,0.78,JAMMING
1780770833.5337188,41,118,385,46.15,1880,61.57,3.31,1547.67,25.27,36.68,0.74,JAMMING
1780770833.5845299,91,242,206,81.85,1353,61.72,13.93,259.39,31.71,61.75,1.31,NORMAL
1780770833.6351542,80,368,1452,83.6,500,143.8,9.88,3499.72,38.27,59.34,0.58,SUSPICIOUS
1780770833.685807,90,167,1000,44.57,1601,198.36,15.21,2390.08,9.47,9.52,0.22,JAMMING
1780770833.7365713,85,440,1142,67.08,470,90.98,7.65,1599.9,7.39,50.33,0.73,NORMAL
1780770833.7874076,40,343,334,66.74,1539,97.11,7.95,2314.25,13.79,49.08,0.68,NORMAL
1780770833.8379674,36,418,1003,99.17,773,58.38,3.29,1451.77,24.81,90.04,1.67,NORMAL
1780770833.8882859,38,174,1096,89.64,1042,64.03,7.56,997.78,27.29,75.68,1.38,NORMAL
1780770833.9386804,21,188,333,50.8,1836,38.94,10.34,1439.06,16.72,36.57,1.27,JAMMING
1780770833.9894593,6,190,1090,68.62,1993,190.84,19.37,2481.38,25.6,30.17,0.36,JAMMING
1780770834.0399203,85,482,1189,79.79,1820,143.77,1.41,3129.36,17.24,64.0,0.55,SUSPICIOUS
1780770834.0903156,83,296,334,62.31,1810,28.31,1.68,113.24,9.77,57.8,2.13,NORMAL
1780770834.1408913,50,474,946,84.46,980,56.66,4.32,768.94,44.1,74.47,1.46,SUSPICIOUS
1780770834.1916544,63,351,444,74.0,916,98.8,9.51,1822.78,11.93,54.61,0.74,NORMAL
1780770834.2422519,72,163,621,65.24,762,33.56,13.08,2103.46,23.47,48.8,1.89,NORMAL
1780770834.29273,34,416,897,78.46,1293,18.68,3.83,1032.29,31.3,72.76,3.99,NORMAL
1780770834.3433118,2,430,560,67.74,711,68.75,9.87,1906.95,29.59,50.99,0.97,NORMAL
1780770834.3939369,100,491,417,72.8,1815,138.98,14.84,3984.38,26.96,44.06,0.52,SUSPICIOUS
1780770834.4444776,100,373,1412,72.55,2193,29.77,4.79,2697.35,73.63,64.78,2.36,SUSPICIOUS
1780770834.494866,28,163,351,96.74,1744,33.8,14.08,1963.15,8.46,79.28,2.78,NORMAL
1780770834.545956,21,412,916,63.45,668,22.51,4.16,1366.06,38.0,57.04,2.7,NORMAL
1780770834.5961807,58,123,736,91.65,1855,47.0,3.24,2237.52,19.03,83.71,1.91,NORMAL
1780770834.6465025,33,352,1063,42.79,1124,197.88,7.83,1189.84,9.33,15.17,0.22,JAMMING
1780770834.6968305,4,138,344,72.34,1193,57.13,8.3,1523.96,24.62,58.33,1.24,NORMAL
1780770834.7475812,93,382,479,89.96,930,79.99,1.56,2269.67,7.37,80.4,1.11,NORMAL
1780770834.7981997,50,282,240,86.38,1420,62.14,12.4,484.09,10.44,67.77,1.37,NORMAL
1780770834.8488424,7,309,1188,73.97,1636,52.22,2.71,1982.81,10.03,66.04,1.39,NORMAL
1780770834.8993046,68,128,583,83.71,479,57.8,8.35,1359.7,20.21,69.58,1.42,NORMAL
1780770834.9499273,5,148,1030,57.88,1351,60.11,10.23,1890.35,26.94,41.64,0.95,NORMAL
1780770835.0003798,68,192,494,66.9,992,71.76,11.57,1508.78,37.37,48.15,0.92,NORMAL
1780770835.0508883,56,377,1565,62.08,1452,101.67,7.01,3868.0,63.86,44.9,0.6,SUSPICIOUS
1780770835.1014097,68,138,408,34.25,1424,122.89,13.77,1338.24,15.61,8.19,0.28,JAMMING
1780770835.1520193,22,468,240,89.95,196,47.76,15.52,593.68,23.25,69.65,1.84,JAMMING
1780770835.2023923,47,171,208,54.42,973,29.05,3.48,753.01,6.01,48.04,1.81,NORMAL
1780770835.2529268,34,152,889,47.39,325,108.25,17.52,1191.05,27.11,19.05,0.43,JAMMING
1780770835.3039548,33,156,1145,99.74,664,51.83,8.85,2365.48,25.92,85.71,1.89,NORMAL
1780770835.3597167,82,221,834,96.54,1070,81.0,0.71,499.61,34.12,87.73,1.18,NORMAL
1780770835.410997,14,250,549,82.3,453,98.42,8.46,1253.53,22.82,64.0,0.83,NORMAL
1780770835.4617116,41,105,1195,80.63,570,82.13,1.88,1893.23,20.82,70.54,0.97,NORMAL
1780770835.5122664,7,466,966,66.03,1593,81.08,8.18,568.48,11.8,49.74,0.8,NORMAL
1780770835.5629425,14,286,685,70.87,1220,187.74,15.11,1601.93,28.42,36.99,0.38,JAMMING
1780770835.6134655,97,392,603,70.67,1283,94.41,19.48,1988.98,64.69,41.75,0.74,SUSPICIOUS
1780770835.6642187,17,290,555,63.94,1408,62.74,4.54,239.14,35.02,53.13,1.0,NORMAL
1780770835.7147853,8,243,530,53.48,915,21.73,8.34,2303.81,7.98,42.97,2.35,NORMAL
1780770835.7650754,37,141,982,74.81,993,49.07,16.22,695.37,22.19,53.68,1.49,JAMMING
1780770835.8154812,86,246,897,68.49,1329,84.46,5.61,567.46,11.85,54.43,0.8,NORMAL
1780770835.865972,14,147,1088,85.1,1105,93.99,3.19,2034.35,20.64,72.51,0.9,NORMAL
1780770835.916615,36,389,683,56.38,215,92.49,2.08,1377.34,14.41,45.05,0.6,NORMAL
1780770835.967271,41,359,293,72.34,440,72.49,11.87,1780.92,9.14,53.22,0.98,NORMAL
1780770836.017822,59,402,1158,73.1,1517,60.32,11.63,678.52,32.33,55.44,1.19,NORMAL
1780770836.0684035,10,417,1707,95.74,1491,104.6,10.81,3983.66,64.95,74.47,0.91,SUSPICIOUS
1780770836.1190252,39,341,926,76.48,153,41.64,12.02,2137.86,37.78,60.3,1.79,NORMAL
1780770836.169674,37,145,1019,83.67,1654,60.17,2.22,1734.3,19.96,75.43,1.37,NORMAL
1780770836.2203932,93,144,272,94.68,1289,21.56,1.31,1387.93,25.71,91.21,4.2,NORMAL
1780770836.2710161,57,255,293,73.45,566,11.08,1.52,1409.37,24.56,70.82,6.08,NORMAL
1780770836.321829,9,416,290,66.9,671,86.81,1.96,2439.68,31.6,56.26,0.76,NORMAL
1780770836.372371,99,181,1108,99.55,1953,54.38,5.18,585.55,33.05,88.93,1.8,NORMAL
1780770836.422866,30,342,584,92.33,533,40.3,1.64,853.24,31.89,86.66,2.24,NORMAL
1780770836.4732492,65,481,778,68.12,1224,69.27,7.0,835.79,37.69,54.19,0.97,NORMAL
1780770836.5238545,53,121,1158,58.21,1117,79.15,12.87,392.36,15.17,37.43,0.73,NORMAL
1780770836.5747461,86,439,1749,61.46,1776,61.14,14.04,809.68,68.91,41.31,0.99,SUSPICIOUS
1780770836.62509,64,120,419,67.58,1829,19.7,1.11,608.91,10.33,64.5,3.26,NORMAL
1780770836.6755407,95,310,396,92.34,955,23.89,13.51,2389.31,5.43,76.44,3.71,NORMAL
1780770836.726338,40,480,753,72.06,1999,95.85,8.31,1572.77,11.73,54.16,0.74,NORMAL
1780770836.7768142,2,181,659,40.17,1373,73.15,13.21,2111.05,37.17,19.64,0.54,SUSPICIOUS
1780770836.8272307,2,306,658,49.35,1233,148.01,8.08,677.47,8.89,26.47,0.33,JAMMING
1780770836.8778496,42,475,659,77.07,1325,97.42,8.63,652.17,38.35,58.7,0.78,NORMAL
1780770836.9285789,40,346,1767,87.12,2599,138.48,19.1,3218.04,26.0,54.17,0.62,SUSPICIOUS
1780770836.9793684,18,247,1003,90.6,241,46.74,1.02,1666.8,15.32,84.91,1.9,NORMAL
1780770837.0298488,27,465,381,87.48,457,73.28,8.49,1089.1,23.83,71.66,1.18,NORMAL
1780770837.0805228,22,189,988,96.31,369,91.11,2.57,1466.22,26.94,84.63,1.05,NORMAL
1780770837.1308928,41,150,804,82.54,595,52.8,3.72,295.01,21.96,73.54,1.53,NORMAL
1780770837.1814067,60,496,498,96.38,916,60.21,7.74,1378.47,11.76,82.62,1.57,NORMAL
1780770837.232017,9,312,1067,92.34,1159,72.02,1.09,929.62,5.74,84.05,1.26,NORMAL
1780770837.2826881,50,470,811,99.47,1371,61.51,2.67,964.7,32.54,90.65,1.59,NORMAL
1780770837.3332644,71,306,1130,73.89,1486,45.25,2.7,286.57,14.67,66.66,1.6,NORMAL
1780770837.3838573,100,105,1074,50.62,1741,12.21,6.58,901.93,35.22,42.82,3.83,NORMAL
1780770837.4344468,67,299,322,83.32,137,26.11,11.91,476.23,10.14,68.8,3.07,NORMAL
1780770837.4847126,61,218,986,70.71,1716,84.93,5.29,2205.14,6.77,56.93,0.82,NORMAL
1780770837.5354216,55,282,445,86.43,1653,36.89,7.93,2436.15,21.86,74.81,2.28,JAMMING
1780770837.585882,86,348,1121,86.97,1680,54.17,3.23,1832.93,31.85,78.32,1.58,NORMAL
1780770837.6363142,86,444,259,54.78,1931,30.12,9.3,944.48,34.99,42.47,1.76,JAMMING
1780770837.6868427,92,179,437,89.01,1625,21.88,9.59,2003.08,15.04,77.23,3.89,NORMAL
1780770837.7373683,95,190,1040,68.85,1855,53.42,8.2,1008.73,13.87,55.31,1.27,NORMAL
1780770837.7877655,97,214,1075,71.03,1122,19.88,1.76,2124.11,17.98,67.28,3.4,NORMAL
1780770837.8383977,5,491,267,87.9,372,58.09,10.89,992.82,38.41,71.2,1.49,NORMAL
1780770837.8891392,95,449,791,61.42,2928,25.52,5.79,2338.29,24.95,53.08,2.32,SUSPICIOUS
1780770837.939346,17,416,750,73.71,1641,50.38,2.93,608.79,14.66,65.74,1.43,NORMAL
1780770837.989567,52,274,409,52.29,275,194.79,16.33,2444.91,25.61,16.48,0.27,JAMMING
1780770838.0403087,31,198,931,83.41,1929,47.27,7.54,1488.79,12.97,71.14,1.73,NORMAL
1780770838.0908976,57,378,202,51.38,1638,82.99,7.0,564.26,35.72,36.08,0.61,NORMAL
1780770838.1415217,82,252,1183,89.4,612,71.73,2.54,1057.37,15.66,79.69,1.23,NORMAL
1780770838.1921515,22,155,375,93.3,340,79.81,6.6,1795.29,30.32,78.72,1.15,NORMAL
1780770838.242876,88,415,629,66.51,287,30.19,5.89,548.62,26.31,57.6,2.13,NORMAL
1780770838.29317,87,457,774,60.97,441,90.32,6.17,1559.3,36.45,45.77,0.67,NORMAL
1780770838.3437061,80,316,374,97.67,1112,86.38,4.06,288.73,25.48,84.97,1.12,NORMAL
1780770838.394405,6,222,378,79.72,781,65.17,12.6,1703.73,27.94,60.6,1.2,NORMAL
1780770838.4447858,58,171,1006,78.17,1801,47.01,6.67,3622.84,73.06,66.8,1.63,SUSPICIOUS
1780770838.4955518,87,379,746,55.18,1961,192.95,15.91,759.64,5.46,19.97,0.28,JAMMING
1780770838.546194,3,267,1303,92.75,1705,117.28,8.65,529.82,25.25,72.37,0.78,SUSPICIOUS
1780770838.596519,33,416,1047,59.15,1930,64.86,2.06,1642.71,12.42,50.6,0.9,NORMAL
1780770838.6472166,77,112,1239,64.82,2785,82.91,10.85,3903.64,57.93,45.68,0.77,SUSPICIOUS
1780770838.6974735,60,490,1152,33.56,1361,139.75,4.01,1419.1,22.97,15.58,0.24,JAMMING
1780770838.748162,49,442,473,73.7,1962,29.45,2.76,1039.86,23.63,68.0,2.42,NORMAL
1780770838.7989087,88,316,775,77.05,1060,37.85,8.69,2271.21,15.54,64.58,1.98,NORMAL
1780770838.849566,39,201,513,58.58,995,84.72,0.32,797.71,19.6,49.79,0.68,NORMAL
1780770838.8998494,61,190,654,83.72,640,27.82,0.55,1210.64,13.97,80.39,2.9,NORMAL
1780770838.9502597,66,149,1182,61.3,882,69.03,10.97,2191.01,35.98,43.43,0.88,NORMAL
1780770839.0009751,74,152,327,93.84,228,44.08,4.85,2129.76,15.58,84.58,2.08,NORMAL
1780770839.051403,98,355,258,85.31,1415,96.66,6.78,1049.77,13.12,68.86,0.87,NORMAL
1780770839.1018825,37,368,743,85.8,239,68.11,3.36,1175.17,38.8,75.63,1.24,NORMAL
1780770839.1525369,42,304,1106,79.3,687,15.53,13.79,133.05,10.65,63.96,4.8,NORMAL
1780770839.2033103,60,121,414,83.7,2720,138.58,10.55,965.74,12.95,59.29,0.6,SUSPICIOUS
1780770839.2540922,66,154,881,85.62,1482,86.67,0.39,1669.22,7.6,76.56,0.98,NORMAL
1780770839.3050842,91,250,1078,99.39,448,13.98,13.64,2196.75,10.81,84.35,6.63,NORMAL
1780770839.3553803,46,416,490,45.03,1456,124.05,7.44,834.89,33.92,25.19,0.36,JAMMING
1780770839.4061577,64,283,831,60.12,1705,14.97,3.53,628.66,14.41,55.09,3.76,NORMAL
1780770839.4566734,66,123,514,80.45,1306,81.83,4.02,2181.0,18.31,68.25,0.97,NORMAL
1780770839.507191,9,138,657,50.44,1596,28.02,8.71,956.39,17.63,38.93,1.74,NORMAL
1780770839.5578911,87,421,500,80.19,241,43.98,12.54,1758.41,15.83,63.25,1.78,JAMMING
1780770839.608274,60,178,479,77.07,764,76.49,8.17,1541.46,14.67,61.25,0.99,NORMAL
1780770839.658744,13,272,346,55.92,258,84.93,6.24,1861.98,14.62,41.19,0.65,NORMAL
1780770839.7092748,13,126,1193,65.32,423,34.92,13.82,357.71,9.65,48.01,1.82,NORMAL
1780770839.759963,20,142,400,39.59,1042,80.96,9.29,577.55,15.37,22.2,0.48,JAMMING
1780770839.810587,76,249,948,41.67,1661,101.45,8.99,2290.04,11.58,22.54,0.41,JAMMING
1780770839.861274,2,244,398,95.57,1527,90.98,3.94,2059.88,26.29,82.53,1.04,NORMAL
1780770839.9118605,72,402,677,66.39,1101,92.05,11.37,1665.76,22.04,45.82,0.71,NORMAL
1780770839.962209,71,142,880,78.93,1803,72.91,7.44,2211.74,31.25,64.2,1.07,NORMAL
1780770840.0124948,39,385,1019,95.79,1253,77.54,11.16,1546.59,33.08,76.88,1.22,NORMAL
1780770840.062958,9,272,1031,89.91,912,67.13,10.53,519.96,36.97,72.67,1.32,NORMAL
1780770840.113506,100,357,875,82.55,1081,26.9,7.53,1836.66,21.39,72.33,2.96,NORMAL
1780770840.1641178,91,239,537,96.21,1947,94.96,2.27,2199.68,21.92,84.44,1.0,NORMAL
1780770840.214582,78,125,416,70.4,1934,17.23,14.82,1551.52,15.96,53.86,3.86,NORMAL
1780770840.2651103,16,147,311,57.93,1443,57.92,10.24,1996.72,36.69,41.9,0.98,NORMAL
1780770840.3156106,45,207,405,81.97,876,55.85,0.65,1960.65,12.66,75.73,1.44,NORMAL
1780770840.366048,94,299,414,67.83,1990,43.83,13.4,2304.78,5.14,50.05,1.51,NORMAL
1780770840.4166656,80,215,551,37.55,1153,42.8,9.04,583.47,12.73,24.23,0.86,JAMMING
